Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H9_Soln#7 (),Mole_fraction_TC4H9_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_FULVENE_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_C5H5_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_NEOC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_B2M2_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_DIALLYL_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_IC8H16_Soln#7 (),Mole_fraction_DIMEPTD_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_XYLENE_Soln#7 (),Mole_fraction_INDENE_Soln#7 (),Mole_fraction_NPBENZ_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Mole_fraction_IC12H26_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
0.0044,15.3035,3669904.0,1190.328,1190.328,0.001290839,1.0,0.8139596,5.880237E-7,0.06298143,1.275098E-5,0.005085599,9.056511E-7,0.0344962,0.002062489,7.333908E-4,0.02866978,5.464579E-5,0.001977595,0.002404969,4.95709E-5,2.11766E-4,2.098086E-8,8.237575E-8,0.02861703,2.384475E-4,0.001579366,2.412317E-4,2.821723E-6,0.004397226,7.715776E-4,0.001659092,4.098037E-5,8.954628E-4,3.161286E-5,4.112537E-5,5.831437E-5,1.405057E-4,1.820819E-4,1.566717E-5,5.283474E-5,0.001082707,1.998223E-5,2.562674E-5,2.209338E-5,1.634716E-4,1.835799E-5,5.807678E-4,0.0059079,2.233511E-5,7.331703E-5,2.632273E-4,3.108962E-5,1.273437E-5,1.084363E-5,2.911134E-5,4.735037E-8,8.238833,8.434923E-5,466280.6,466280.7
0.0045,15.3061,3725401.0,1190.4,1190.4,0.001290839,1.0,0.8136456,5.828175E-7,0.06326434,1.260039E-5,0.005086556,8.944113E-7,0.03468334,0.002083251,7.328394E-4,0.0286258,5.425348E-5,0.001990755,0.002397222,4.907683E-5,2.092655E-4,2.055755E-8,8.064447E-8,0.02852748,2.351806E-4,0.001556547,2.398571E-4,2.781857E-6,0.004399113,7.773644E-4,0.001669251,4.171184E-5,9.066921E-4,3.136118E-5,4.023738E-5,5.749326E-5,1.358413E-4,1.793538E-4,1.500283E-5,5.288893E-5,0.001073925,1.96645E-5,2.515464E-5,2.136764E-5,1.580011E-4,1.611098E-5,5.676213E-4,0.005904033,2.217877E-5,7.416519E-5,2.614094E-4,3.10832E-5,1.29493E-5,1.058597E-5,2.689727E-5,3.70899E-8,8.237931,8.43349E-5,466229.6,466229.6
0.0046,15.30868,3776683.0,1190.473,1190.473,0.001290839,1.0,0.8133364,5.778767E-7,0.06354379,1.245678E-5,0.005087441,8.83731E-7,0.03486795,0.002103857,7.322768E-4,0.02858168,5.386492E-5,0.002003624,0.002389565,4.858845E-5,2.068038E-4,2.0165E-8,7.904046E-8,0.02843847,2.321049E-4,0.001534067,2.384715E-4,2.743664E-6,0.00440065,7.83064E-4,0.001679285,4.243499E-5,9.177186E-4,3.111384E-5,3.938305E-5,5.668369E-5,1.31364E-4,1.767024E-4,1.437142E-5,5.293835E-5,0.001065201,1.935193E-5,2.469871E-5,2.066341E-5,1.527161E-4,1.413753E-5,5.548131E-4,0.00590023,2.202873E-5,7.500138E-5,2.595944E-4,3.107597E-5,1.316322E-5,1.033544E-5,2.4853E-5,2.904272E-8,8.237051,8.432071E-5,466179.8,466179.8
0.0047,15.31123,3824069.0,1190.547,1190.547,0.001290839,1.0,0.8130316,5.731793E-7,0.06381994,1.231956E-5,0.005088258,8.735711E-7,0.03505015,0.002124315,7.317033E-4,0.02853744,5.348043E-5,0.002016214,0.002382,4.810564E-5,2.043801E-4,1.979987E-8,7.754993E-8,0.02835003,2.292022E-4,0.001511925,2.370762E-4,2.707023E-6,0.004401852,7.886804E-4,0.0016892,4.314986E-5,9.285485E-4,3.087095E-5,3.856039E-5,5.588541E-5,1.270667E-4,1.741245E-4,1.377126E-5,5.298322E-5,0.001056534,1.904471E-5,2.425851E-5,1.998019E-5,1.476096E-4,1.240439E-5,5.423314E-4,0.005896485,2.188454E-5,7.582591E-5,2.577828E-4,3.106798E-5,1.337616E-5,1.009189E-5,2.296514E-5,2.273265E-8,8.236191,8.430666E-5,466131.1,466131.1
0.0048,15.31375,3868396.0,1190.622,1190.622,0.001290839,1.0,0.8127311,5.687035E-7,0.06409293,1.218825E-5,0.00508901,8.638973E-7,0.03523005,0.002144631,7.311194E-4,0.02849307,5.310023E-5,0.002028533,0.00237453,4.762825E-5,2.019933E-4,1.945921E-8,7.616047E-8,0.02826214,2.264564E-4,0.001490121,2.35672E-4,2.671823E-6,0.004402735,7.942173E-4,0.001699,4.385648E-5,9.391879E-4,3.063261E-5,3.776758E-5,5.509818E-5,1.229423E-4,1.71617E-4,1.320075E-5,5.302371E-5,0.001047925,1.874301E-5,2.383357E-5,1.931752E-5,1.426752E-4,1.088236E-5,5.301651E-4,0.005892796,2.174576E-5,7.663909E-5,2.559752E-4,3.105929E-5,1.358818E-5,9.855182E-6,2.122143E-5,1.778516E-8,8.23535,8.429275E-5,466083.5,466083.5
0.004806494,15.31392,3870666.0,1190.626,1190.626,0.001290839,1.0,0.8127117,5.68423E-7,0.06411055,1.217989E-5,0.005089056,8.632837E-7,0.03524166,0.002145946,7.310811E-4,0.02849018,5.307569E-5,0.002029324,0.002374049,4.759743E-5,2.018396E-4,1.943794E-8,7.607378E-8,0.02825645,2.262831E-4,0.001488716,2.355805E-4,2.669585E-6,0.004402782,7.945743E-4,0.001699633,4.390208E-5,9.398725E-4,3.061728E-5,3.771708E-5,5.504743E-5,1.226803E-4,1.714565E-4,1.316469E-5,5.302619E-5,0.001047368,1.872361E-5,2.380649E-5,1.927518E-5,1.423605E-4,1.079019E-5,5.293857E-4,0.005892558,2.173693E-5,7.669151E-5,2.55858E-4,3.10587E-5,1.360192E-5,9.840042E-6,2.111291E-5,1.750371E-8,8.235296,8.429185E-5,466080.4,466080.4
0.004836888,15.31468,3883338.0,1190.649,1190.649,0.001290839,1.0,0.8126212,5.671091E-7,0.06419286,1.214116E-5,0.005089271,8.604432E-7,0.03529585,0.00215209,7.309014E-4,0.02847667,5.296112E-5,0.002033011,0.0023718,4.74535E-5,2.01122E-4,1.933932E-8,7.567176E-8,0.02822986,2.254802E-4,0.001482162,2.35152E-4,2.659186E-6,0.004402984,7.962404E-4,0.001702587,4.411506E-5,9.430656E-4,3.054584E-5,3.748233E-5,5.481054E-5,1.214633E-4,1.707093E-4,1.299749E-5,5.303757E-5,0.001044764,1.863313E-5,2.368058E-5,1.907817E-5,1.408972E-4,1.036908E-5,5.257549E-4,0.005891448,2.169586E-5,7.693623E-5,2.553095E-4,3.105592E-5,1.366616E-5,9.76956E-6,2.06124E-5,1.62443E-8,8.235044,8.428765E-5,466066.2,466066.2
0.004844068,15.31486,3886158.0,1190.655,1190.655,0.001290839,1.0,0.8125999,5.668016E-7,0.06421227,1.213208E-5,0.005089321,8.597776E-7,0.03530862,0.00215354,7.308588E-4,0.02847348,5.293411E-5,0.002033879,0.00237127,4.741957E-5,2.00953E-4,1.93163E-8,7.557795E-8,0.02822359,2.252924E-4,0.001480619,2.350506E-4,2.656746E-6,0.004403027,7.96633E-4,0.001703284,4.416526E-5,9.438176E-4,3.052902E-5,3.742724E-5,5.475472E-5,1.21178E-4,1.705337E-4,1.295836E-5,5.30402E-5,0.00104415,1.861183E-5,2.365103E-5,1.903189E-5,1.405537E-4,1.027199E-5,5.249011E-4,0.005891187,2.168623E-5,7.69939E-5,2.5518E-4,3.105526E-5,1.368133E-5,9.752998E-6,2.04959E-5,1.596009E-8,8.234985,8.428666E-5,466062.8,466062.8
0.0049,15.31626,3908318.0,1190.697,1190.697,0.001290839,1.0,0.8124346,5.644398E-7,0.06436289,1.206229E-5,0.0050897,8.546735E-7,0.03540773,0.00216481,7.305252E-4,0.02844858,5.272458E-5,0.002040591,0.002367159,4.715619E-5,1.996427E-4,1.914068E-8,7.486241E-8,0.02817482,2.238533E-4,0.001468653,2.342599E-4,2.637975E-6,0.004403314,7.996781E-4,0.001708691,4.455488E-5,9.496424E-4,3.039884E-5,3.700296E-5,5.432181E-5,1.189845E-4,1.691774E-4,1.265842E-5,5.305998E-5,0.001039374,1.844694E-5,2.342343E-5,1.867494E-5,1.379069E-4,9.546215E-6,5.183043E-4,0.005889159,2.161203E-5,7.744115E-5,2.541721E-4,3.104996E-5,1.37993E-5,9.62516E-6,1.961093E-5,1.391022E-8,8.234527,8.427896E-5,466036.9,466036.9
0.004939656,15.31725,3923610.0,1190.728,1190.728,0.001290839,1.0,0.8123182,5.627987E-7,0.06446914,1.201378E-5,0.005089957,8.511349E-7,0.03547761,0.002172775,7.302869E-4,0.02843091,5.257689E-5,0.002045302,0.002364263,4.697042E-5,1.987203E-4,1.901982E-8,7.437016E-8,0.02814035,2.228574E-4,0.001460232,2.33698E-4,2.6249E-6,0.004403462,8.018233E-4,0.001712505,4.482959E-5,9.537385E-4,3.030739E-5,3.670716E-5,5.401687E-5,1.174595E-4,1.682281E-4,1.245079E-5,5.307324E-5,0.001035999,1.83311E-5,2.326474E-5,1.842555E-5,1.360605E-4,9.062503E-6,5.136826E-4,0.005887731,2.15603E-5,7.775622E-5,2.534583E-4,3.10461E-5,1.388278E-5,9.53575E-6,1.900666E-5,1.261644E-8,8.234205,8.427353E-5,466018.7,466018.7
0.004980412,15.31826,3938615.0,1190.759,1190.759,0.001290839,1.0,0.8121991,5.61148E-7,0.06457786,1.196468E-5,0.005090212,8.47565E-7,0.03554907,0.00218094,7.300403E-4,0.02841273,5.242588E-5,0.002050103,0.002361304,4.678036E-5,1.977782E-4,1.889886E-8,7.387766E-8,0.02810501,2.218544E-4,0.001451633,2.331194E-4,2.611667E-6,0.004403567,8.040162E-4,0.001716408,4.511057E-5,9.57919E-4,3.021417E-5,3.640744E-5,5.370522E-5,1.15918E-4,1.67263E-4,1.224171E-5,5.30862E-5,0.00103254,1.821299E-5,2.310398E-5,1.817244E-5,1.341888E-4,8.590859E-6,5.089808E-4,0.005886271,2.15079E-5,7.807826E-5,2.527256E-4,3.104203E-5,1.396843E-5,9.444925E-6,1.840519E-5,1.14119E-8,8.233877,8.426797E-5,466000.2,466000.2
0.005,15.31874,3945742.0,1190.774,1190.774,0.001290839,1.0,0.8121421,5.603638E-7,0.06462995,1.194136E-5,0.005090331,8.45873E-7,0.0355833,0.002184857,7.299213E-4,0.02840398,5.235359E-5,0.002052396,0.002359887,4.668931E-5,1.973273E-4,1.884175E-8,7.36452E-8,0.02808806,2.213795E-4,0.00144752,2.328409E-4,2.605376E-6,0.004403601,8.05066E-4,0.001718278,4.524515E-5,9.599179E-4,3.016962E-5,3.626487E-5,5.355604E-5,1.151862E-4,1.668029E-4,1.214273E-5,5.30922E-5,0.00103088,1.815656E-5,2.302752E-5,1.805191E-5,1.332984E-4,8.372852E-6,5.067378E-4,0.005885572,2.148297E-5,7.823242E-5,2.523737E-4,3.104004E-5,1.400955E-5,9.401647E-6,1.812287E-5,1.087398E-8,8.233721,8.42653E-5,465991.3,465991.3
0.00503476,15.3196,3958001.0,1190.801,1190.801,0.001290839,1.0,0.8120413,5.589892E-7,0.06472212,1.190043E-5,0.005090538,8.429076E-7,0.03564385,0.002191796,7.297091E-4,0.02838845,5.222575E-5,0.002056442,0.002357383,4.652822E-5,1.965306E-4,1.874209E-8,7.323961E-8,0.02805803,2.205477E-4,0.001440252,2.323462E-4,2.594323E-6,0.004403636,8.069223E-4,0.001721587,4.548319E-5,9.634487E-4,3.009101E-5,3.601426E-5,5.329231E-5,1.139022E-4,1.659922E-4,1.196947E-5,5.310249E-5,0.001027941,1.805697E-5,2.289315E-5,1.783984E-5,1.317328E-4,7.999479E-6,5.027845E-4,0.005884337,2.143914E-5,7.850497E-5,2.517498E-4,3.103646E-5,1.408243E-5,9.325453E-6,1.763259E-5,9.980939E-9,8.233444,8.426058E-5,465975.7,465975.7
0.0051,15.32121,3980201.0,1190.851,1190.851,0.001290839,1.0,0.8118533,5.564643E-7,0.06489422,1.182505E-5,0.005090908,8.37467E-7,0.03575684,0.002204778,7.293078E-4,0.02835928,5.19874E-5,0.002063957,0.002352717,4.622752E-5,1.950464E-4,1.856052E-8,7.250094E-8,0.02800186,2.190235E-4,0.00142672,2.314159E-4,2.573949E-6,0.004403611,8.103839E-4,0.001727766,4.592735E-5,9.700197E-4,2.994493E-5,3.555185E-5,5.280068E-5,1.115413E-4,1.644908E-4,1.165234E-5,5.312053E-5,0.001022444,1.787192E-5,2.264536E-5,1.744797E-5,1.28844E-4,7.342624E-6,4.954564E-4,0.005882032,2.135825E-5,7.901312E-5,2.505805E-4,3.102956E-5,1.421896E-5,9.184494E-6,1.674788E-5,8.496148E-9,8.232931,8.425176E-5,465946.6,465946.6
0.0052,15.32365,4012046.0,1190.929,1190.929,0.001290839,1.0,0.811568,5.527279E-7,0.06515579,1.171302E-5,0.005091431,8.29431E-7,0.03592841,0.002224577,7.286849E-4,0.02831447,5.162611E-5,0.002075281,0.002345647,4.577072E-5,1.927991E-4,1.829522E-8,7.142223E-8,0.02791621,2.167751E-4,0.00140625,2.299857E-4,2.543617E-6,0.004403356,8.156346E-4,0.001737158,4.660156E-5,9.799527E-4,2.972471E-5,3.486254E-5,5.205554E-5,1.080436E-4,1.622389E-4,1.118595E-5,5.31451E-5,0.001014066,1.759303E-5,2.227644E-5,1.686264E-5,1.245383E-4,6.438199E-6,4.84451E-4,0.005878537,2.12376E-5,7.97835E-5,2.487929E-4,3.101857E-5,1.442757E-5,8.973541E-6,1.547723E-5,6.635183E-9,8.232157,8.423833E-5,465902.8,465902.8
0.0053,15.32607,4041405.0,1191.007,1191.007,0.001290839,1.0,0.8112862,5.491434E-7,0.06541478,1.160497E-5,0.005091905,8.217422E-7,0.0360981,0.002244258,7.280531E-4,0.02826957,5.12698E-5,0.002086376,0.00233868,4.53188E-5,1.905847E-4,1.804431E-8,7.040267E-8,0.02783112,2.14625E-4,0.001386109,2.285511E-4,2.514314E-6,0.004402847,8.208202E-4,0.001746458,4.726784E-5,9.897216E-4,2.950888E-5,3.419569E-5,5.132045E-5,1.046875E-4,1.60045E-4,1.074236E-5,5.316604E-5,0.001005745,1.731986E-5,2.192025E-5,1.629547E-5,1.203763E-4,5.64441E-6,4.737132E-4,0.005875084,2.112073E-5,8.054379E-5,2.470112E-4,3.10071E-5,1.463539E-5,8.768639E-6,1.4303E-5,5.179868E-9,8.231398,8.422501E-5,465859.8,465859.8
0.0054,15.32848,4068440.0,1191.086,1191.086,0.001290839,1.0,0.8110077,5.456999E-7,0.06567126,1.150063E-5,0.005092332,8.143796E-7,0.03626598,0.002263825,7.274125E-4,0.02822457,5.09185E-5,0.002097248,0.002331814,4.487169E-5,1.884025E-4,1.780639E-8,6.943647E-8,0.02774658,2.125648E-4,0.001366293,2.271129E-4,2.485976E-6,0.004402094,8.259432E-4,0.001755671,4.792629E-5,9.993308E-4,2.929737E-5,3.355011E-5,5.059521E-5,1.014671E-4,1.579068E-4,1.03204E-5,5.318348E-5,9.974821E-4,1.705241E-5,2.157629E-5,1.574598E-5,1.163528E-4,4.947764E-6,4.632347E-4,0.005871671,2.100741E-5,8.129422E-5,2.452356E-4,3.099517E-5,1.484245E-5,8.569632E-6,1.321777E-5,4.042077E-9,8.230652,8.421179E-5,465817.7,465817.7
0.0055,15.33086,4093333.0,1191.166,1191.166,0.001290839,1.0,0.8107323,5.423879E-7,0.06592531,1.139974E-5,0.005092713,8.073236E-7,0.0364321,0.002283281,7.267632E-4,0.02817949,5.057224E-5,0.002107905,0.00232505,4.44293E-5,1.862519E-4,1.758022E-8,6.851852E-8,0.02766257,2.105872E-4,0.001346801,2.256719E-4,2.458545E-6,0.00440111,8.310057E-4,0.001764798,4.857699E-5,0.001008785,2.909009E-5,3.292471E-5,4.987967E-5,9.837699E-5,1.558223E-4,9.918953E-6,5.319753E-5,9.892769E-4,1.679061E-5,2.124407E-5,1.521373E-5,1.124632E-4,4.336404E-6,4.530077E-4,0.005868297,2.08974E-5,8.203498E-5,2.434664E-4,3.098281E-5,1.504877E-5,8.376367E-6,1.22147E-5,3.152372E-9,8.229921,8.419868E-5,465776.2,465776.3
0.0055497,15.33204,4104847.0,1191.206,1191.206,0.001290839,1.0,0.8105966,5.407863E-7,0.0660507,1.135083E-5,0.005092887,8.039243E-7,0.03651403,0.002292911,7.264375E-4,0.02815705,5.040203E-5,0.002113123,0.002321726,4.421115E-5,1.851945E-4,1.74718E-8,6.80786E-8,0.02762103,2.096329E-4,0.001337232,2.24955E-4,2.445231E-6,0.004400537,8.334997E-4,0.001769304,4.889753E-5,0.001013427,2.898861E-5,3.262108E-5,4.95276E-5,9.688806E-5,1.548057E-4,9.726744E-6,5.320329E-5,9.852203E-4,1.666257E-5,2.108318E-5,1.495548E-5,1.105784E-4,4.061032E-6,4.480161E-4,0.005866634,2.08439E-5,8.239961E-5,2.425896E-4,3.097652E-5,1.515104E-5,8.282404E-6,1.17448E-5,2.785447E-9,8.229562,8.41922E-5,465755.9,465755.9
0.0056,15.33323,4116196.0,1191.246,1191.246,0.001290839,1.0,0.81046,5.391987E-7,0.06617702,1.130209E-5,0.005093052,8.005568E-7,0.03659653,0.002302631,7.261056E-4,0.02813433,5.023105E-5,0.002118353,0.002318387,4.399154E-5,1.84132E-4,1.736474E-8,6.764434E-8,0.02757911,2.086855E-4,0.001327628,2.242289E-4,2.43197E-6,0.004399903,8.360093E-4,0.001773844,4.922002E-5,0.001018088,2.888693E-5,3.23185E-5,4.917367E-5,9.541203E-5,1.537896E-4,9.536996E-6,5.32083E-5,9.811293E-4,1.65344E-5,2.092312E-5,1.469827E-5,1.087029E-4,3.800025E-6,4.430249E-4,0.005864959,2.079051E-5,8.276629E-5,2.417038E-4,3.097006E-5,1.525437E-5,8.188698E-6,1.12876E-5,2.457344E-9,8.229202,8.418567E-5,465735.6,465735.6
0.005645529,15.33431,4126174.0,1191.283,1191.283,0.001290839,1.0,0.810337,5.377859E-7,0.06629087,1.125865E-5,0.005093193,7.975672E-7,0.03667085,0.002311406,7.258035E-4,0.02811374,5.007737E-5,0.002123042,0.002315387,4.379374E-5,1.831769E-4,1.726991E-8,6.725974E-8,0.02754129,2.078431E-4,0.001319005,2.235714E-4,2.42014E-6,0.004399282,8.382686E-4,0.001777936,4.951028E-5,0.001022274,2.879577E-5,3.204859E-5,4.885535E-5,9.410212E-5,1.528808E-4,9.36927E-6,5.321215E-5,9.774389E-4,1.641958E-5,2.078059E-5,1.446902E-5,1.070325E-4,3.57811E-6,4.385586E-4,0.005863451,2.074282E-5,8.309617E-5,2.409036E-4,3.096412E-5,1.534775E-5,8.105064E-6,1.088905E-5,2.193505E-9,8.228879,8.417978E-5,465717.3,465717.3
0.005650076,15.33441,4127119.0,1191.286,1191.286,0.001290839,1.0,0.8103247,5.376458E-7,0.06630222,1.125435E-5,0.005093207,7.972711E-7,0.03667825,0.002312281,7.257733E-4,0.02811168,5.006208E-5,0.002123508,0.002315089,4.377404E-5,1.830819E-4,1.726053E-8,6.722167E-8,0.02753752,2.077597E-4,0.001318147,2.235057E-4,2.418966E-6,0.004399217,8.384936E-4,0.001778344,4.953919E-5,0.001022691,2.878671E-5,3.202183E-5,4.882366E-5,9.397264E-5,1.527905E-4,9.352725E-6,5.32125E-5,9.77071E-4,1.640817E-5,2.076648E-5,1.444631E-5,1.068671E-4,3.556664E-6,4.381152E-4,0.005863301,2.073809E-5,8.312901E-5,2.408238E-4,3.096352E-5,1.535707E-5,8.096773E-6,1.085002E-5,2.168751E-9,8.228847,8.417919E-5,465715.5,465715.5
0.0057,15.33558,4137123.0,1191.327,1191.327,0.001290839,1.0,0.8101906,5.361245E-7,0.06642646,1.120747E-5,0.005093351,7.940627E-7,0.03675932,0.002321876,7.254399E-4,0.02808908,4.98949E-5,0.002128597,0.002311825,4.355834E-5,1.820424E-4,1.715899E-8,6.680995E-8,0.02749618,2.068536E-4,0.001308773,2.227845E-4,2.406203E-6,0.004398482,8.409561E-4,0.001782811,4.985548E-5,0.001027243,2.868781E-5,3.173055E-5,4.847706E-5,9.25672E-5,1.518069E-4,9.173546E-6,5.32159E-5,9.730395E-4,1.628371E-5,2.061297E-5,1.419917E-5,1.050676E-4,3.329545E-6,4.332793E-4,0.005861657,2.068655E-5,8.348832E-5,2.399482E-4,3.095692E-5,1.545928E-5,8.006479E-6,1.043073E-5,1.914773E-9,8.228496,8.417276E-5,465695.6,465695.6
0.0058,15.33792,4156312.0,1191.407,1191.407,0.001290839,1.0,0.809924,5.331574E-7,0.0666737,1.111568E-5,0.005093611,7.878249E-7,0.03692053,0.00234102,7.247661E-4,0.02804376,4.956377E-5,0.002138644,0.002305362,4.312961E-5,1.799823E-4,1.696205E-8,6.601161E-8,0.02741377,2.05086E-4,0.001290231,2.213393E-4,2.381195E-6,0.004396858,8.458477E-4,0.001791703,5.048349E-5,0.001036256,2.84926E-5,3.11599E-5,4.778965E-5,8.983712E-5,1.498722E-4,8.827587E-6,5.322044E-5,9.650072E-4,1.603846E-5,2.031312E-5,1.371592E-5,1.015526E-4,2.916656E-6,4.23763E-4,0.005858387,2.058532E-5,8.42013E-5,2.381995E-4,3.094342E-5,1.56635E-5,7.829545E-6,9.638449E-6,1.490787E-9,8.227801,8.415994E-5,465656.3,465656.3
0.0059,15.34024,4173836.0,1191.489,1191.489,0.001290839,1.0,0.8096603,5.302914E-7,0.06691881,1.102656E-5,0.005093835,7.818306E-7,0.0370802,0.002360066,7.240846E-4,0.02799837,4.923764E-5,0.002148499,0.002298996,4.270529E-5,1.779512E-4,1.677321E-8,6.524633E-8,0.02733188,2.03378E-4,0.001271999,2.198941E-4,2.356909E-6,0.004395038,8.506857E-4,0.001800521,5.110413E-5,0.001045128,2.830121E-5,3.060582E-5,4.711133E-5,8.721745E-5,1.479839E-4,8.498289E-6,5.3222E-5,9.570325E-4,1.579854E-5,2.002315E-5,1.324813E-5,9.815418E-5,2.554632E-6,4.144703E-4,0.00585515,2.04867E-5,8.49054E-5,2.364581E-4,3.092958E-5,1.586706E-5,7.657764E-6,8.906132E-6,1.160375E-9,8.227118,8.414721E-5,465617.6,465617.6
0.006,15.34254,4189803.0,1191.57,1191.57,0.001290839,1.0,0.8093991,5.275204E-7,0.06716183,1.093997E-5,0.005094024,7.760664E-7,0.03723839,0.002379016,7.233954E-4,0.02795291,4.891645E-5,0.002158169,0.002292728,4.228531E-5,1.759485E-4,1.659178E-8,6.451123E-8,0.02725049,2.017252E-4,0.001254073,2.184494E-4,2.333306E-6,0.004393031,8.554715E-4,0.001809269,5.171749E-5,0.001053864,2.811354E-5,3.006754E-5,4.644195E-5,8.470357E-5,1.461405E-4,8.184793E-6,5.322068E-5,9.491152E-4,1.556387E-5,1.974264E-5,1.279538E-5,9.48683E-5,2.237185E-6,4.053946E-4,0.005851943,2.039052E-5,8.560077E-5,2.347241E-4,3.091541E-5,1.606997E-5,7.490995E-6,8.229172E-6,9.027889E-10,8.226446,8.413458E-5,465579.6,465579.6
0.0061,15.34483,4204309.0,1191.652,1191.652,0.001290839,1.0,0.8091406,5.248387E-7,0.06740283,1.085575E-5,0.00509418,7.705201E-7,0.03739513,0.002397873,7.226988E-4,0.02790739,4.860017E-5,0.002167657,0.002286555,4.186961E-5,1.739737E-4,1.641713E-8,6.380381E-8,0.02716961,2.001237E-4,0.001236449,2.170058E-4,2.310352E-6,0.004390845,8.602064E-4,0.001817948,5.232368E-5,0.001062468,2.792949E-5,2.954434E-5,4.578137E-5,8.229111E-5,1.443403E-4,7.886293E-6,5.321657E-5,9.412553E-4,1.533435E-5,1.947116E-5,1.235723E-5,9.16912E-5,1.958853E-6,3.9653E-4,0.005848765,2.029665E-5,8.628759E-5,2.329977E-4,3.090094E-5,1.627225E-5,7.329098E-6,7.603365E-6,7.0203E-10,8.225785,8.412203E-5,465542.2,465542.2
0.0062,15.34711,4217445.0,1191.734,1191.734,0.001290839,1.0,0.8088845,5.222416E-7,0.06764187,1.077378E-5,0.005094305,7.651806E-7,0.03755047,0.00241664,7.219949E-4,0.0278618,4.828874E-5,0.002176969,0.002280477,4.145812E-5,1.720261E-4,1.624874E-8,6.312182E-8,0.02708922,1.985698E-4,0.001219125,2.155639E-4,2.288013E-6,0.004388487,8.648918E-4,0.001826561,5.29228E-5,0.001070941,2.774897E-5,2.903559E-5,4.512947E-5,7.997585E-5,1.425819E-4,7.602028E-6,5.320975E-5,9.334527E-4,1.510985E-5,1.920831E-5,1.193329E-5,8.861924E-5,1.714852E-6,3.878707E-4,0.005845616,2.020498E-5,8.696602E-5,2.31279E-4,3.088616E-5,1.647391E-5,7.171937E-6,7.024845E-6,5.455958E-10,8.225133,8.410957E-5,465505.3,465505.3
0.0063,15.34937,4229294.0,1191.817,1191.817,0.001290839,1.0,0.8086308,5.197242E-7,0.06787899,1.069395E-5,0.005094401,7.600375E-7,0.03770446,0.002435317,7.212838E-4,0.02781615,4.798209E-5,0.00218611,0.002274491,4.105077E-5,1.701054E-4,1.608611E-8,6.246325E-8,0.02700932,1.970604E-4,0.001202095,2.141242E-4,2.266261E-6,0.004385963,8.695288E-4,0.001835111,5.351494E-5,0.001079288,2.757188E-5,2.854066E-5,4.448612E-5,7.775375E-5,1.408639E-4,7.331276E-6,5.320029E-5,9.257073E-4,1.489029E-5,1.895371E-5,1.152314E-5,8.564889E-5,1.500979E-6,3.794109E-4,0.005842493,2.011538E-5,8.763622E-5,2.295681E-4,3.08711E-5,1.667495E-5,7.019379E-6,6.49004E-6,4.237442E-10,8.224492,8.409719E-5,465469.0,465469.0
