Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_C3H3_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H9_Soln#1 (),Mole_fraction_TC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NEOC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_IC8H17_Soln#1 (),Mole_fraction_IC8H16_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_IC12H26_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
8.1E-4,14.99159,-1.950921E7,997.5579,997.5579,0.00167809,1.0,0.9432262,1.680317E-7,6.97814E-4,7.491395E-6,8.659394E-5,1.560383E-6,3.022396E-4,2.257476E-7,6.880458E-6,5.357318E-8,7.679829E-8,5.887576E-4,4.444908E-6,4.028962E-7,4.676968E-5,2.869132E-8,1.696089E-6,1.24854E-5,1.382015E-7,1.79498E-6,8.740042E-4,6.424285E-5,7.219814E-5,7.403273E-6,1.195267E-5,7.283943E-5,3.524922E-8,1.154615E-5,6.90137E-8,3.997299E-8,4.459576E-7,4.103123E-5,6.349672E-7,3.271088E-6,5.097273E-5,6.731538E-6,2.64087E-8,3.181564E-6,7.316569E-5,3.4093E-8,0.01874363,9.239464E-5,0.007884626,9.517485E-6,2.584156E-6,1.081042E-7,2.989044E-7,9.224205E-7,0.01009237,0.01689369,9.162678,1.119351E-4,518566.1,518566.1
8.2E-4,14.99151,-1.947884E7,997.5286,997.5286,0.00167809,1.0,0.9432003,1.679286E-7,7.068229E-4,7.487373E-6,8.771823E-5,1.559511E-6,3.061677E-4,2.311917E-7,6.975503E-6,5.421822E-8,7.675735E-8,5.962632E-4,4.447982E-6,4.134635E-7,4.737339E-5,2.904615E-8,1.718779E-6,1.264378E-5,1.381175E-7,1.794329E-6,8.852204E-4,6.476215E-5,7.314842E-5,7.524426E-6,1.19527E-5,7.387379E-5,3.648994E-8,1.169866E-5,7.087831E-8,4.050604E-8,4.518547E-7,4.156345E-5,6.49239E-7,3.324305E-6,5.163171E-5,6.821143E-6,2.712062E-8,3.221354E-6,7.409716E-5,3.407688E-8,0.0187377,9.357977E-5,0.007884178,9.555884E-6,2.635722E-6,1.099719E-7,3.065486E-7,9.408902E-7,0.010088,0.01689021,9.16246,1.119357E-4,518553.7,518553.7
8.3E-4,14.99143,-1.94485E7,997.4994,997.4994,0.00167809,1.0,0.9431745,1.67824E-7,7.15825E-4,7.483296E-6,8.884158E-5,1.558627E-6,3.100928E-4,2.366904E-7,7.070553E-6,5.4862E-8,7.67155E-8,6.037619E-4,4.451026E-6,4.241545E-7,4.797649E-5,2.939735E-8,1.741447E-6,1.280207E-5,1.380327E-7,1.793667E-6,8.964304E-4,6.527596E-5,7.409778E-5,7.645514E-6,1.195218E-5,7.490779E-5,3.77525E-8,1.185112E-5,7.276572E-8,4.103844E-8,4.577464E-7,4.20951E-5,6.636142E-7,3.377472E-6,5.229008E-5,6.910518E-6,2.784062E-8,3.261095E-6,7.502743E-5,3.406048E-8,0.01873177,9.476358E-5,0.007883731,9.593221E-6,2.687458E-6,1.118428E-7,3.142443E-7,9.594185E-7,0.01008364,0.01688673,9.162242,1.119363E-4,518541.4,518541.4
8.4E-4,14.99135,-1.941823E7,997.4702,997.4702,0.00167809,1.0,0.9431487,1.677177E-7,7.248204E-4,7.479163E-6,8.996398E-5,1.557731E-6,3.140149E-4,2.422435E-7,7.165605E-6,5.550448E-8,7.667288E-8,6.112535E-4,4.454041E-6,4.349692E-7,4.857899E-5,2.974494E-8,1.764091E-6,1.296026E-5,1.379468E-7,1.792995E-6,9.076342E-4,6.578432E-5,7.504621E-5,7.766533E-6,1.195113E-5,7.59414E-5,3.903694E-8,1.200353E-5,7.467596E-8,4.157018E-8,4.636325E-7,4.262615E-5,6.780919E-7,3.430586E-6,5.294784E-5,6.999664E-6,2.856868E-8,3.300787E-6,7.59565E-5,3.404375E-8,0.01872585,9.594606E-5,0.007883286,9.629516E-6,2.739357E-6,1.137167E-7,3.219901E-7,9.780036E-7,0.01007928,0.01688326,9.162024,1.119369E-4,518529.1,518529.1
8.5E-4,14.99126,-1.938802E7,997.4411,997.4411,0.00167809,1.0,0.9431229,1.676097E-7,7.338087E-4,7.474969E-6,9.10854E-5,1.556821E-6,3.179339E-4,2.478527E-7,7.260659E-6,5.614558E-8,7.662943E-8,6.18738E-4,4.457024E-6,4.459108E-7,4.918085E-5,3.008887E-8,1.786712E-6,1.311833E-5,1.378598E-7,1.792312E-6,9.188314E-4,6.628713E-5,7.599367E-5,7.887485E-6,1.194957E-5,7.697457E-5,4.034385E-8,1.215588E-5,7.660964E-8,4.210124E-8,4.695129E-7,4.315659E-5,6.926737E-7,3.483642E-6,5.360496E-5,7.088574E-6,2.9305E-8,3.340428E-6,7.688434E-5,3.402669E-8,0.01871994,9.712717E-5,0.007882841,9.664765E-6,2.79142E-6,1.155938E-7,3.297862E-7,9.966449E-7,0.01007493,0.01687978,9.161807,1.119375E-4,518516.8,518516.8
8.6E-4,14.99118,-1.935782E7,997.412,997.412,0.00167809,1.0,0.9430971,1.675005E-7,7.427899E-4,7.470722E-6,9.220581E-5,1.5559E-6,3.218496E-4,2.535174E-7,7.355712E-6,5.678531E-8,7.658543E-8,6.262151E-4,4.459978E-6,4.569788E-7,4.978206E-5,3.042918E-8,1.809308E-6,1.32763E-5,1.377721E-7,1.79162E-6,9.30022E-4,6.678444E-5,7.694015E-5,8.008356E-6,1.194754E-5,7.800728E-5,4.167315E-8,1.230818E-5,7.856665E-8,4.263161E-8,4.753875E-7,4.368642E-5,7.07358E-7,3.536639E-6,5.426144E-5,7.177248E-6,3.004952E-8,3.380017E-6,7.781092E-5,3.400941E-8,0.01871403,9.830688E-5,0.007882397,9.698995E-6,2.84364E-6,1.174738E-7,3.376306E-7,1.01534E-6,0.01007058,0.01687631,9.16159,1.119382E-4,518504.5,518504.5
8.7E-4,14.9911,-1.932791E7,997.383,997.383,0.00167809,1.0,0.9430714,1.673885E-7,7.517638E-4,7.466422E-6,9.332523E-5,1.554968E-6,3.257622E-4,2.592376E-7,7.450765E-6,5.742367E-8,7.654017E-8,6.336849E-4,4.462902E-6,4.681726E-7,5.038263E-5,3.076593E-8,1.831879E-6,1.343417E-5,1.376827E-7,1.790917E-6,9.412058E-4,6.727632E-5,7.788566E-5,8.129156E-6,1.194504E-5,7.90395E-5,4.302475E-8,1.246042E-5,8.054694E-8,4.316128E-8,4.812563E-7,4.421562E-5,7.221434E-7,3.589573E-6,5.491726E-5,7.265687E-6,3.080219E-8,3.419555E-6,7.873624E-5,3.399153E-8,0.01870813,9.948519E-5,0.007881955,9.732232E-6,2.896011E-6,1.193567E-7,3.45522E-7,1.034087E-6,0.01006624,0.01687285,9.161373,1.119388E-4,518492.2,518492.2
8.72331E-4,14.99108,-1.932094E7,997.3762,997.3762,0.00167809,1.0,0.9430654,1.673622E-7,7.538546E-4,7.465404E-6,9.358602E-5,1.554747E-6,3.266738E-4,2.60579E-7,7.472921E-6,5.757224E-8,7.652967E-8,6.354251E-4,4.463579E-6,4.707999E-7,5.052253E-5,3.084392E-8,1.837137E-6,1.347095E-5,1.376621E-7,1.79075E-6,9.438117E-4,6.73902E-5,7.810593E-5,8.157314E-6,1.19444E-5,7.928004E-5,4.334301E-8,1.24959E-5,8.101188E-8,4.328464E-8,4.826234E-7,4.433889E-5,7.256042E-7,3.601902E-6,5.507004E-5,7.286268E-6,3.09788E-8,3.428764E-6,7.895175E-5,3.39876E-8,0.01870675,9.975965E-5,0.007881851,9.739839E-6,2.908239E-6,1.19796E-7,3.473681E-7,1.038464E-6,0.01006522,0.01687204,9.161322,1.119389E-4,518489.3,518489.3
8.726271E-4,14.99108,-1.932031E7,997.3754,997.3754,0.00167809,1.0,0.9430646,1.673581E-7,7.541202E-4,7.465274E-6,9.361914E-5,1.554718E-6,3.267896E-4,2.607496E-7,7.475735E-6,5.75911E-8,7.652838E-8,6.356461E-4,4.463665E-6,4.711342E-7,5.05403E-5,3.085381E-8,1.837804E-6,1.347562E-5,1.376593E-7,1.790729E-6,9.441427E-4,6.740465E-5,7.813391E-5,8.160896E-6,1.194432E-5,7.931059E-5,4.338353E-8,1.25004E-5,8.107103E-8,4.330031E-8,4.82797E-7,4.435455E-5,7.260442E-7,3.603468E-6,5.508944E-5,7.288882E-6,3.100127E-8,3.429933E-6,7.897913E-5,3.398677E-8,0.01870658,9.979451E-5,0.007881838,9.740802E-6,2.909793E-6,1.198518E-7,3.476027E-7,1.039021E-6,0.0100651,0.01687194,9.161316,1.119389E-4,518489.0,518489.0
8.733223E-4,14.99107,-1.931766E7,997.3734,997.3734,0.00167809,1.0,0.9430628,1.673498E-7,7.547437E-4,7.464964E-6,9.369691E-5,1.554651E-6,3.270614E-4,2.611503E-7,7.482344E-6,5.763537E-8,7.652463E-8,6.36165E-4,4.463866E-6,4.719194E-7,5.058202E-5,3.087703E-8,1.839372E-6,1.348659E-5,1.376522E-7,1.790678E-6,9.449199E-4,6.743855E-5,7.819959E-5,8.169291E-6,1.194412E-5,7.938233E-5,4.347873E-8,1.251098E-5,8.120999E-8,4.333709E-8,4.832047E-7,4.43913E-5,7.270777E-7,3.607145E-6,5.5135E-5,7.295017E-6,3.105405E-8,3.432679E-6,7.904339E-5,3.398546E-8,0.01870617,9.987635E-5,0.007881808,9.743058E-6,2.913442E-6,1.199829E-7,3.481539E-7,1.040327E-6,0.01006479,0.0168717,9.1613,1.11939E-4,518488.1,518488.1
8.737236E-4,14.99107,-1.931688E7,997.3722,997.3722,0.00167809,1.0,0.9430618,1.673468E-7,7.551035E-4,7.464786E-6,9.374179E-5,1.554612E-6,3.272183E-4,2.613817E-7,7.486157E-6,5.766093E-8,7.652283E-8,6.364645E-4,4.463982E-6,4.723728E-7,5.060609E-5,3.089042E-8,1.840277E-6,1.349292E-5,1.376489E-7,1.790649E-6,9.453684E-4,6.74581E-5,7.82375E-5,8.174141E-6,1.1944E-5,7.942373E-5,4.353372E-8,1.251709E-5,8.129024E-8,4.335832E-8,4.8344E-7,4.441251E-5,7.276744E-7,3.609267E-6,5.516129E-5,7.298558E-6,3.108452E-8,3.434264E-6,7.908047E-5,3.398482E-8,0.01870593,9.992357E-5,0.00788179,9.744359E-6,2.915549E-6,1.200585E-7,3.484721E-7,1.041081E-6,0.01006462,0.01687156,9.161292,1.11939E-4,518487.6,518487.6
8.75096E-4,14.99106,-1.931222E7,997.3682,997.3682,0.00167809,1.0,0.9430583,1.673316E-7,7.563342E-4,7.464181E-6,9.389529E-5,1.554481E-6,3.277548E-4,2.621739E-7,7.499202E-6,5.774833E-8,7.651675E-8,6.374887E-4,4.464379E-6,4.739253E-7,5.068843E-5,3.093618E-8,1.843371E-6,1.351457E-5,1.37637E-7,1.79055E-6,9.469024E-4,6.752491E-5,7.836713E-5,8.190704E-6,1.19436E-5,7.956532E-5,4.372209E-8,1.253798E-5,8.156502E-8,4.343092E-8,4.842447E-7,4.448506E-5,7.297164E-7,3.616523E-6,5.525121E-5,7.310665E-6,3.118887E-8,3.439684E-6,7.92073E-5,3.398251E-8,0.01870512,1.000851E-4,0.007881729,9.748794E-6,2.922755E-6,1.203173E-7,3.49561E-7,1.04366E-6,0.01006402,0.01687108,9.161262,1.119391E-4,518485.9,518485.9
8.8E-4,14.99102,-1.929755E7,997.354,997.354,0.00167809,1.0,0.9430456,1.672769E-7,7.607305E-4,7.462049E-6,9.444362E-5,1.554018E-6,3.296715E-4,2.650138E-7,7.545814E-6,5.806054E-8,7.649511E-8,6.411472E-4,4.465796E-6,4.794936E-7,5.098254E-5,3.109913E-8,1.854424E-6,1.359192E-5,1.375935E-7,1.790204E-6,9.523826E-4,6.776275E-5,7.883018E-5,8.249882E-6,1.194212E-5,8.00712E-5,4.439888E-8,1.26126E-5,8.255071E-8,4.369022E-8,4.871189E-7,4.474419E-5,7.370297E-7,3.642441E-6,5.557242E-5,7.353888E-6,3.156306E-8,3.45904E-6,7.966029E-5,3.397385E-8,0.01870223,1.006621E-4,0.007881513,9.764488E-6,2.948528E-6,1.212424E-7,3.534593E-7,1.052884E-6,0.0100619,0.01686938,9.161156,1.119394E-4,518479.9,518479.9
8.9E-4,14.99094,-1.926756E7,997.3251,997.3251,0.00167809,1.0,0.9430199,1.671638E-7,7.696896E-4,7.457678E-6,9.556095E-5,1.55307E-6,3.335774E-4,2.70847E-7,7.640859E-6,5.869624E-8,7.644935E-8,6.486018E-4,4.468666E-6,4.909443E-7,5.158177E-5,3.142879E-8,1.876944E-6,1.374956E-5,1.375036E-7,1.78949E-6,9.635522E-4,6.824367E-5,7.977362E-5,8.370473E-6,1.193878E-5,8.110235E-5,4.579597E-8,1.276471E-5,8.457845E-8,4.421843E-8,4.929754E-7,4.527211E-5,7.520178E-7,3.69524E-6,5.62269E-5,7.441846E-6,3.233229E-8,3.498472E-6,8.058302E-5,3.39558E-8,0.01869634,1.018375E-4,0.007881072,9.79577E-6,3.00119E-6,1.231308E-7,3.614419E-7,1.071731E-6,0.01005756,0.01686592,9.160939,1.1194E-4,518467.7,518467.7
9.0E-4,14.99086,-1.923762E7,997.2962,997.2962,0.00167809,1.0,0.9429943,1.670494E-7,7.786417E-4,7.453259E-6,9.667731E-5,1.552111E-6,3.3748E-4,2.767322E-7,7.735899E-6,5.933067E-8,7.640292E-8,6.560493E-4,4.47151E-6,5.025132E-7,5.218036E-5,3.175525E-8,1.899439E-6,1.390709E-5,1.374128E-7,1.788767E-6,9.74715E-4,6.87196E-5,8.07161E-5,8.490971E-6,1.19351E-5,8.213296E-5,4.721402E-8,1.291677E-5,8.662806E-8,4.474595E-8,4.98826E-7,4.579942E-5,7.670978E-7,3.747974E-6,5.688074E-5,7.529582E-6,3.310911E-8,3.537855E-6,8.150455E-5,3.393749E-8,0.01869046,1.030115E-4,0.007880632,9.826182E-6,3.053978E-6,1.250218E-7,3.694646E-7,1.09062E-6,0.01005323,0.01686247,9.160723,1.119406E-4,518455.4,518455.4
9.1E-4,14.99078,-1.920773E7,997.2673,997.2673,0.00167809,1.0,0.9429686,1.669336E-7,7.875865E-4,7.448791E-6,9.779265E-5,1.55114E-6,3.413794E-4,2.826721E-7,7.830934E-6,5.996374E-8,7.635589E-8,6.634893E-4,4.474328E-6,5.142062E-7,5.277829E-5,3.207838E-8,1.921908E-6,1.406451E-5,1.373213E-7,1.788035E-6,9.858706E-4,6.919032E-5,8.165756E-5,8.611369E-6,1.193106E-5,8.316299E-5,4.865412E-8,1.306876E-5,8.870069E-8,4.527275E-8,5.046706E-7,4.63261E-5,7.822734E-7,3.800637E-6,5.753392E-5,7.617084E-6,3.389391E-8,3.577185E-6,8.242479E-5,3.391893E-8,0.01868458,1.041842E-4,0.007880194,9.855699E-6,3.106895E-6,1.269152E-7,3.775281E-7,1.109553E-6,0.01004891,0.01685901,9.160507,1.119412E-4,518443.2,518443.2
9.2E-4,14.9907,-1.917791E7,997.2385,997.2385,0.00167809,1.0,0.942943,1.668165E-7,7.965238E-4,7.444279E-6,9.890694E-5,1.550161E-6,3.452754E-4,2.886665E-7,7.925962E-6,6.059542E-8,7.630825E-8,6.709218E-4,4.47712E-6,5.260228E-7,5.337555E-5,3.239825E-8,1.944351E-6,1.422182E-5,1.372289E-7,1.787295E-6,9.97019E-4,6.965589E-5,8.259799E-5,8.731662E-6,1.192669E-5,8.419242E-5,5.011615E-8,1.32207E-5,9.079622E-8,4.579881E-8,5.10509E-7,4.685214E-5,7.975433E-7,3.853228E-6,5.818642E-5,7.704353E-6,3.468663E-8,3.616463E-6,8.334375E-5,3.390011E-8,0.01867871,1.053554E-4,0.007879756,9.884343E-6,3.159936E-6,1.288111E-7,3.856312E-7,1.128528E-6,0.01004459,0.01685556,9.160291,1.119418E-4,518431.0,518431.0
9.3E-4,14.99062,-1.914815E7,997.2097,997.2097,0.00167809,1.0,0.9429174,1.666984E-7,8.054537E-4,7.439729E-6,1.000202E-4,1.549173E-6,3.49168E-4,2.947151E-7,8.020981E-6,6.122572E-8,7.62601E-8,6.783466E-4,4.479886E-6,5.379625E-7,5.397212E-5,3.271491E-8,1.966768E-6,1.437902E-5,1.371359E-7,1.786547E-6,0.00100816,7.011636E-5,8.353739E-5,8.851845E-6,1.192201E-5,8.522122E-5,5.160004E-8,1.337256E-5,9.291459E-8,4.632413E-8,5.163412E-7,4.737753E-5,8.129061E-7,3.905745E-6,5.883824E-5,7.79139E-6,3.548722E-8,3.655689E-6,8.426142E-5,3.388108E-8,0.01867284,1.065251E-4,0.007879319,9.912135E-6,3.213096E-6,1.307093E-7,3.937724E-7,1.147543E-6,0.01004027,0.01685212,9.160075,1.119424E-4,518418.8,518418.8
9.4E-4,14.99054,-1.911843E7,997.181,997.181,0.00167809,1.0,0.9428918,1.665795E-7,8.143761E-4,7.435142E-6,1.011324E-4,1.548178E-6,3.530572E-4,3.008177E-7,8.115992E-6,6.185467E-8,7.621157E-8,6.857639E-4,4.482627E-6,5.500248E-7,5.456802E-5,3.302843E-8,1.989158E-6,1.453611E-5,1.370424E-7,1.785794E-6,0.001019294,7.057178E-5,8.447575E-5,8.971913E-6,1.191704E-5,8.624938E-5,5.31057E-8,1.352436E-5,9.505572E-8,4.684871E-8,5.221671E-7,4.790228E-5,8.283606E-7,3.958186E-6,5.948937E-5,7.878194E-6,3.629564E-8,3.694862E-6,8.517779E-5,3.386189E-8,0.01866699,1.076934E-4,0.007878883,9.939099E-6,3.266369E-6,1.326099E-7,4.019503E-7,1.166596E-6,0.01003596,0.01684867,9.15986,1.11943E-4,518406.6,518406.6
9.5E-4,14.99046,-1.908883E7,997.1523,997.1523,0.00167809,1.0,0.9428663,1.664592E-7,8.232909E-4,7.430521E-6,1.022436E-4,1.547175E-6,3.56943E-4,3.069741E-7,8.210993E-6,6.248227E-8,7.616243E-8,6.931735E-4,4.485344E-6,5.622093E-7,5.516323E-5,3.333886E-8,2.011522E-6,1.469308E-5,1.369481E-7,1.785034E-6,0.00103042,7.102222E-5,8.541306E-5,9.091864E-6,1.19118E-5,8.727688E-5,5.463306E-8,1.367609E-5,9.721954E-8,4.737254E-8,5.279866E-7,4.842637E-5,8.439053E-7,4.01055E-6,6.013982E-5,7.964767E-6,3.711183E-8,3.733983E-6,8.609287E-5,3.384243E-8,0.01866113,1.088602E-4,0.007878448,9.965255E-6,3.319751E-6,1.345126E-7,4.101636E-7,1.185685E-6,0.01003166,0.01684523,9.159645,1.119435E-4,518394.4,518394.4
9.6E-4,14.99038,-1.905932E7,997.1237,997.1237,0.00167809,1.0,0.9428407,1.663378E-7,8.321982E-4,7.425858E-6,1.033537E-4,1.546162E-6,3.608254E-4,3.131842E-7,8.305983E-6,6.310845E-8,7.61127E-8,7.005754E-4,4.488036E-6,5.745155E-7,5.575775E-5,3.364626E-8,2.033858E-6,1.484994E-5,1.368531E-7,1.784265E-6,0.001041538,7.146772E-5,8.634934E-5,9.211709E-6,1.190631E-5,8.830371E-5,5.618203E-8,1.382775E-5,9.940598E-8,4.789562E-8,5.337999E-7,4.894981E-5,8.59539E-7,4.062836E-6,6.078958E-5,8.051109E-6,3.793576E-8,3.773051E-6,8.700665E-5,3.382275E-8,0.01865529,1.100255E-4,0.007878013,9.990625E-6,3.373238E-6,1.364176E-7,4.184109E-7,1.204809E-6,0.01002736,0.0168418,9.15943,1.119441E-4,518382.3,518382.3
9.7E-4,14.9903,-1.902975E7,997.0951,997.0951,0.00167809,1.0,0.9428152,1.662152E-7,8.410979E-4,7.421152E-6,1.044627E-4,1.54514E-6,3.647042E-4,3.194476E-7,8.40096E-6,6.373323E-8,7.606242E-8,7.079697E-4,4.490704E-6,5.869429E-7,5.635158E-5,3.39507E-8,2.056167E-6,1.500668E-5,1.367575E-7,1.783491E-6,0.001052648,7.190833E-5,8.728456E-5,9.331444E-6,1.190057E-5,8.932983E-5,5.775253E-8,1.397935E-5,1.016149E-7,4.841793E-8,5.396067E-7,4.94726E-5,8.752604E-7,4.115042E-6,6.143864E-5,8.13722E-6,3.876738E-8,3.812066E-6,8.791911E-5,3.380282E-8,0.01864945,1.111894E-4,0.00787758,1.001523E-5,3.426824E-6,1.383246E-7,4.26691E-7,1.223965E-6,0.01002306,0.01683837,9.159216,1.119447E-4,518370.1,518370.1
9.7333E-4,14.99028,-1.90207E7,997.0856,997.0856,0.00167809,1.0,0.9428067,1.661759E-7,8.440597E-4,7.419577E-6,1.048318E-4,1.544797E-6,3.659951E-4,3.215452E-7,8.432584E-6,6.394098E-8,7.604571E-8,7.104302E-4,4.491587E-6,5.911081E-7,5.654917E-5,3.405143E-8,2.06359E-6,1.505885E-5,1.367252E-7,1.783232E-6,0.001056346,7.205398E-5,8.759576E-5,9.3713E-6,1.189861E-5,8.967137E-5,5.828026E-8,1.402981E-5,1.023555E-7,4.859169E-8,5.415389E-7,4.964654E-5,8.805148E-7,4.132409E-6,6.165461E-5,8.165844E-6,3.9046E-8,3.825046E-6,8.822267E-5,3.379622E-8,0.0186475,1.115767E-4,0.007877436,1.002325E-5,3.444689E-6,1.389601E-7,4.294552E-7,1.230351E-6,0.01002163,0.01683722,9.159144,1.119449E-4,518366.1,518366.1
9.736863E-4,14.99027,-1.901907E7,997.0846,997.0846,0.00167809,1.0,0.9428058,1.66168E-7,8.443767E-4,7.419406E-6,1.048712E-4,1.54476E-6,3.661333E-4,3.2177E-7,8.435969E-6,6.396319E-8,7.60438E-8,7.106935E-4,4.491681E-6,5.915546E-7,5.657031E-5,3.406219E-8,2.064384E-6,1.506444E-5,1.367217E-7,1.783204E-6,0.001056742,7.206954E-5,8.762906E-5,9.375564E-6,1.189839E-5,8.970792E-5,5.833687E-8,1.403521E-5,1.024349E-7,4.861028E-8,5.417456E-7,4.966515E-5,8.810777E-7,4.134267E-6,6.167772E-5,8.168906E-6,3.907587E-8,3.826435E-6,8.825514E-5,3.379512E-8,0.01864729,1.116181E-4,0.007877421,1.002411E-5,3.446601E-6,1.390281E-7,4.297513E-7,1.231035E-6,0.01002148,0.0168371,9.159137,1.119449E-4,518365.6,518365.7
9.741427E-4,14.99027,-1.90187E7,997.0833,997.0833,0.00167809,1.0,0.9428047,1.66165E-7,8.447825E-4,7.419186E-6,1.049218E-4,1.544712E-6,3.663102E-4,3.22058E-7,8.440302E-6,6.399163E-8,7.604119E-8,7.110306E-4,4.491801E-6,5.921266E-7,5.659738E-5,3.407596E-8,2.065401E-6,1.507159E-5,1.367172E-7,1.783167E-6,0.001057249,7.208945E-5,8.76717E-5,9.381029E-6,1.189812E-5,8.975472E-5,5.840942E-8,1.404213E-5,1.025366E-7,4.863408E-8,5.420103E-7,4.968898E-5,8.817987E-7,4.136646E-6,6.170731E-5,8.172826E-6,3.911413E-8,3.828213E-6,8.829673E-5,3.379447E-8,0.01864703,1.116711E-4,0.007877401,1.00252E-5,3.449051E-6,1.391152E-7,4.301304E-7,1.23191E-6,0.01002128,0.01683694,9.159127,1.11945E-4,518365.1,518365.1
9.744141E-4,14.99027,-1.901671E7,997.0825,997.0825,0.00167809,1.0,0.942804,1.661583E-7,8.450238E-4,7.419055E-6,1.049519E-4,1.544683E-6,3.664153E-4,3.222293E-7,8.44288E-6,6.400855E-8,7.603985E-8,7.112311E-4,4.491873E-6,5.92467E-7,5.661348E-5,3.408415E-8,2.066006E-6,1.507584E-5,1.367146E-7,1.783146E-6,0.00105755,7.210128E-5,8.769705E-5,9.384273E-6,1.189796E-5,8.978255E-5,5.845258E-8,1.404624E-5,1.025972E-7,4.864824E-8,5.421678E-7,4.970315E-5,8.822275E-7,4.138061E-6,6.172491E-5,8.175157E-6,3.913689E-8,3.829271E-6,8.832146E-5,3.379355E-8,0.01864687,1.117027E-4,0.007877389,1.002585E-5,3.450508E-6,1.39167E-7,4.30356E-7,1.232431E-6,0.01002117,0.01683685,9.159121,1.11945E-4,518364.8,518364.8
9.782273E-4,14.99024,-1.900568E7,997.0716,997.0716,0.00167809,1.0,0.9427943,1.661149E-7,8.484141E-4,7.417245E-6,1.053743E-4,1.54429E-6,3.678929E-4,3.246407E-7,8.479091E-6,6.424616E-8,7.602088E-8,7.140473E-4,4.49288E-6,5.972581E-7,5.683961E-5,3.419898E-8,2.074501E-6,1.513556E-5,1.366785E-7,1.782847E-6,0.001061784,7.226721E-5,8.80532E-5,9.429875E-6,1.189568E-5,9.017352E-5,5.906071E-8,1.410402E-5,1.034492E-7,4.884707E-8,5.443792E-7,4.990221E-5,8.882597E-7,4.157933E-6,6.197211E-5,8.207894E-6,3.94573E-8,3.844125E-6,8.866883E-5,3.378654E-8,0.01864465,1.121459E-4,0.007877224,1.003491E-5,3.470982E-6,1.398951E-7,4.335269E-7,1.239749E-6,0.01001953,0.01683554,9.159039,1.119452E-4,518360.1,518360.1
9.8E-4,14.99023,-1.900122E7,997.0666,997.0666,0.00167809,1.0,0.9427898,1.660939E-7,8.499899E-4,7.416403E-6,1.055707E-4,1.544108E-6,3.685797E-4,3.257644E-7,8.495924E-6,6.435656E-8,7.601163E-8,7.153562E-4,4.493347E-6,5.994914E-7,5.694471E-5,3.425222E-8,2.078449E-6,1.516331E-5,1.366609E-7,1.782708E-6,0.001063751,7.234411E-5,8.821875E-5,9.451088E-6,1.18946E-5,9.035524E-5,5.934447E-8,1.413087E-5,1.038464E-7,4.893948E-8,5.45407E-7,4.999472E-5,8.910683E-7,4.167167E-6,6.208699E-5,8.223101E-6,3.960663E-8,3.851028E-6,8.883026E-5,3.378285E-8,0.01864361,1.123518E-4,0.007877148,1.003908E-5,3.480505E-6,1.402337E-7,4.350025E-7,1.243153E-6,0.01001877,0.01683494,9.159001,1.119453E-4,518358.0,518358.0
